nama,bintang,daerah,kota,wifi,spa,restaurant,kolam_renang,bar,harga,rating,fasilitas,cluster
Imperium Hotel Bandung,3,Cicendo,Bandung,1,0,1,1,0,164463,6.8,3,2
Aston Pasteur,4,Sukajadi,Bandung,1,0,1,1,1,578000,8.8,4,1
POP! Hotel Bandung Festival CityLink - Bandung,2,Bojongloa Kaler,Bandung,1,0,0,1,0,349380,8.2,2,3
Grand Tjokro Bandung,4,Coblong,Bandung,1,1,1,1,1,734786,8.8,5,1
eL Hotel Royale Bandung,4,Sumur Bandung,Bandung,1,1,1,0,1,479338,8.9,4,1
Yello Hotel Paskal Bandung,3,Andir,Bandung,1,0,1,1,0,403305,9.4,3,2
The Papandayan Hotel,5,Lengkong,Bandung,1,1,1,1,1,739500,9.6,5,1
Novena Hotel Bandung,3,Lembang,Bandung,1,0,1,1,0,482826,8.9,3,2
De Paviljoen Bandung By HIM,4,Bandung Wetan,Bandung,1,1,1,1,1,616363,9.1,5,1
FOX Harris Lite Hotel Metro Indah,3,Buahbatu,Bandung,1,1,1,0,0,367768,8.7,3,2
de Braga by Artotel,4,Sumur Bandung,Bandung,1,1,1,1,1,652905,9.1,5,1
THE 1O1 Bandung Dago,4,Bandung Wetan,Bandung,1,1,1,0,1,413223,8.9,4,1
Atlantic City Hotel,3,Cicendo,Bandung,1,1,1,0,1,318967,8.4,4,2
HARRIS Hotel & Conventions Ciumbuleuit Bandung,4,Cidadap,Bandung,1,1,1,1,1,516528,9.0,5,1
Tamansari Panoramic,2,Arcamanik,Bandung,1,0,1,1,1,119421,7.6,4,2
Ibis Budget Bandung Asia Afrika,2,Lengkong,Bandung,1,0,1,0,0,288000,8.8,2,3
The Salis Hotel Setiabudi,3,Cidadap,Bandung,1,0,1,0,0,206612,8.4,2,3
V Hotel & Residence,3,Sukajadi,Bandung,1,1,1,1,0,246281,8.2,4,2
Clove Garden Hotel & Residences,4,Cimenyan,Bandung,1,0,1,1,0,392561,8.2,3,2
Airy Eco Raya Lembang 51 Bandung,2,Lembang,Bandung,1,0,0,0,0,155603,9.1,1,3
Meize Hotel Bandung,3,Sumur Bandung,Bandung,1,1,0,0,0,237190,8.4,2,3
RedDoorz Plus @ Cihampelas 3,2,Coblong,Bandung,1,1,0,1,0,157024,8.0,3,2
favehotel Premier Cihampelas,3,Coblong,Bandung,1,1,1,1,0,368000,8.2,4,2
Aryaduta Bandung,4,Bandung Wetan,Bandung,1,0,1,1,1,737396,9.1,4,1
Grand Cordela Hotel Bandung,3,Cinambo,Bandung,1,1,1,1,1,289256,8.7,5,1
Swiss-Belresort Dago Heritage,4,Dago,Bandung,1,0,1,1,1,818181,9.5,4,1
The Valley Resort Hotel,4,Cimenyan,Bandung,1,1,1,1,1,520661,9.3,5,1
Grand Asrilia Hotel Convention & Restaurant,4,Lengkong,Bandung,1,0,1,1,1,351240,8.5,4,1
Kedaton Hotel,3,Sumur Bandung,Bandung,1,1,1,1,1,372398,8.8,5,1
Best Western Premier La Grande,4,Sumur Bandung,Bandung,1,1,1,1,1,587272,9.0,5,1
Tebu Hotel Bandung,3,Riau,Bandung,1,0,1,0,0,345455,8.6,2,3
El Cavana Hotel,3,Andir,Bandung,1,1,1,1,1,399360,8.3,5,1
Grandia Hotel Bandung,4,Bandung Wetan,Bandung,1,1,1,1,1,483174,8.6,5,1
Hotel Savoy Homann,4,Lengkong,Bandung,1,1,1,1,1,540909,9.1,5,1
Aston Tropicana,4,Coblong,Bandung,1,1,1,1,1,848000,8.7,5,1
Grand Sovia Hotel,3,Cicendo,Bandung,1,1,1,1,1,378512,8.3,5,1
The Luxton Bandung,4,Bandung Wetan,Bandung,1,1,1,1,1,619834,8.6,5,1
GH Universal Hotel,5,Cidadap,Bandung,1,1,1,1,1,1030992,8.8,5,1
Zest Hotel Sukajadi Bandung,3,Sukajadi,Bandung,1,0,1,0,0,290347,9.0,2,3
Sudirman Suite,3,Andir,Bandung,1,0,1,1,1,196281,8.2,4,2
Shakti Hotel Bandung,4,Soekarno Hatta Bypass,Bandung,1,1,1,1,0,338842,8.4,4,1
Grand Mercure Bandung Setiabudi,5,Cidadap,Bandung,1,1,1,1,1,829710,9.4,5,1
The Green Forest Resort,4,Parongpong,Bandung,1,0,1,1,1,473514,8.6,4,1
Marbella Hotel Dago Bandung,4,Cimenyan,Bandung,1,1,1,1,1,432024,8.2,5,1
favehotel Hyper Square Bandung,3,Andir,Bandung,1,1,1,0,0,348000,8.2,3,2
Sensa Hotel,4,Cihampelas,Bandung,1,1,1,1,1,667769,10.0,5,1
Prama Grand Preanger Bandung,5,Sumur Bandung,Bandung,1,0,1,1,1,641710,9.0,4,1
Holiday Inn Pasteur Bandung,4,Sukajadi,Bandung,1,1,1,1,1,583538,9.0,5,1
The Jayakarta Bandung Boutique Suite Hotel & Spa,4,Coblong,Bandung,1,1,1,1,1,451239,8.4,5,1
Hay Bandung,4,Riau,Bandung,1,0,1,0,1,386364,8.6,3,2
Travello Hotel Bandung,4,Cidadap,Bandung,1,1,1,1,1,454545,8.9,5,1
Vio Hotel Pasteur,2,Sukajadi,Bandung,1,0,0,0,0,289256,8.5,1,3
Bali World Hotel,3,Buahbatu,Bandung,1,1,1,1,1,297521,7.8,5,1
Ciwidey Valley Resort Hot Spring Waterpark,3,Rancabali,Bandung,1,0,1,1,0,661157,8.9,3,2
Aston Braga Hotel & Residence Bandung,4,Sumur Bandung,Bandung,1,1,1,1,1,558512,8.8,5,1
Villa Diamond,0,Parongpong,Bandung,1,0,0,0,0,165289,8.4,1,4
Hotel Citradream Bandung,2,Cicendo,Bandung,1,0,1,0,0,245454,8.6,2,3
Simply Valore Hotel,3,Cimahi,Bandung,1,0,1,1,1,247107,7.8,4,2
Art Deco Luxury Hotel & Residence,4,Cidadap,Bandung,1,1,1,1,1,661157,9.0,5,1
Ibis Styles Bandung Braga,3,Sumur Bandung,Bandung,1,1,1,1,1,490900,9.2,5,1
Vio Westhoff,2,Cicendo,Bandung,1,0,0,0,0,231404,8.4,1,3
Mutiara Hotel Bandung,3,Cicendo,Bandung,1,0,1,1,0,265151,8.6,3,2
FOX HARRIS City Center Bandung,4,Sumur Bandung,Bandung,1,1,1,1,1,463223,8.7,5,1
Garden Permata Hotel,4,Sukajadi,Bandung,1,1,1,1,1,791279,8.6,5,1
Zodiak @Asia Afrika Hotel,2,Regol,Bandung,1,0,1,0,0,268595,8.1,2,3
Ibis Bandung Pasteur,3,Sukajadi,Bandung,1,0,1,0,1,380165,8.8,3,2
Geary Hotel Bandung,3,Cicendo,Bandung,1,0,1,0,0,322314,9.0,2,3
PRIME PARK Hotel Bandung,4,Cibeunying Kaler,Bandung,1,1,1,1,1,454545,8.7,5,1
Hotel Nyland Pasteur,3,Cicendo,Bandung,1,0,1,1,0,291529,8.1,3,2
Gino Feruci Braga,4,Sumur Bandung,Bandung,1,1,1,1,1,428512,7.7,5,1
Hotel Dafam Rio,3,Sumur Bandung,Bandung,1,1,1,0,0,278117,8.6,3,2
New Sany Rosa Hotel,3,Cidadap,Bandung,1,1,1,1,0,403957,8.5,4,2
West Point Hotel,4,Andir,Bandung,1,1,1,1,1,471074,8.9,5,1
Grand Aquila Hotel,5,Sukajadi,Bandung,1,1,1,1,1,626446,9.2,5,1
Serela Cihampelas Hotel,3,Coblong,Bandung,1,1,1,0,1,433884,8.4,4,2
Grand Tebu Hotel,4,Bandung Wetan,Bandung,1,0,1,1,0,601653,8.8,3,2
Zodiak @Kebon Kawung,2,Cicendo,Bandung,1,1,1,0,1,241736,8.0,4,2
The Suites Metro Apartment By Yudis,3,Buahbatu,Bandung,0,1,1,1,1,153719,8.3,4,2
De'Rain Hotel Bandung,3,Lengkong,Bandung,1,1,1,0,0,318182,8.7,3,2
Arion Swiss-Belhotel Bandung,4,Cicendo,Bandung,1,1,1,1,1,464462,8.4,5,1
Hotel 88 Kopo Bandung,2,Babakan Ciparay,Bandung,1,0,1,0,0,314050,8.5,2,3
Hotel Citarum,2,Bandung Wetan,Bandung,1,0,1,1,1,340303,9.1,4,2
Banana Inn Hotel,4,Sukasari,Bandung,1,1,1,1,1,500000,8.4,5,1
U Janevalla Bandung,4,Sumur Bandung,Bandung,1,0,1,1,1,654743,9.2,4,1
RedDoorz Premium @ Ciumbuleuit Atas,4,Cidadap,Bandung,1,0,0,0,0,198347,9.2,1,3
OYO 483 Flagship Tamansari Panoramic Bandung,2,Soekarno Hatta Bypass,Bandung,1,0,1,1,1,312396,8.8,4,2
Naval Hotel,2,Sukajadi,Bandung,1,0,1,0,0,228099,8.2,2,3
Summer Hills Hotel & Villas Bandung,4,Sukajadi,Bandung,1,1,1,1,1,284297,7.8,5,1
favehotel Braga Bandung,3,Sumur Bandung,Bandung,1,1,1,0,0,328000,7.9,3,2
Amaris Hotel Cihampelas,2,Coblong,Bandung,1,0,1,0,0,295041,8.2,2,3
Vio Veteran,2,Sumur Bandung,Bandung,1,0,0,0,0,231404,7.8,1,3
Imah Seniman,3,Lembang,Bandung,1,0,1,1,0,351240,8.0,3,2
Mason Pine Hotel Bandung,4,Padalarang,Bandung,1,1,1,1,1,851239,9.2,5,1
DBest Hotel Sofia Dago,3,Coblong,Bandung,1,1,1,1,1,322314,8.6,5,1
The Majesty Hotel,4,Sukajadi,Bandung,1,1,1,1,1,345191,8.4,5,1
Bukit Dago Hotel,1,Coblong,Bandung,0,0,1,0,0,161157,8.6,1,4
Moscato Hotel & Cafe,3,Sukasari,Bandung,1,1,1,0,1,322314,8.5,4,2
Ardan Hotel,3,Sukajadi,Bandung,1,0,1,0,1,347107,8.5,3,2
Kytos Hotel,3,Sukasari,Bandung,1,0,1,0,0,297521,8.6,2,3
Hotel Riau Bandung,2,Bandung Wetan,Bandung,1,0,1,0,0,211983,8.5,2,3
OYO 167 Dago's Hill Hotel,2,Coblong,Bandung,1,0,0,0,1,192517,9.0,2,3
Galeri Ciumbuleuit Hotel,4,Cidadap,Bandung,1,0,1,1,1,442750,8.5,4,1
InterContinental Bandung Dago Pakar,5,Dago Atas,Bandung,1,1,1,1,1,968524,9.3,5,1
Villa Chocolate,0,Parongpong,Bandung,1,0,1,0,0,206612,8.1,2,4
The Suites Metro Apartment By Ira Prisma,3,Buahbatu,Bandung,0,0,0,0,0,144628,7.5,0,3
NEO Dipatiukur Bandung,3,Coblong,Bandung,1,0,1,0,1,388000,8.6,3,2
Padma Hotel Bandung,5,Ciumbuleuit,Bandung,1,0,1,1,0,1363636,9.6,3,1
Kollektiv Hotel,3,Sukasari,Bandung,1,0,1,0,0,396694,8.8,2,3
Accordia Dago Hotel,2,Coblong,Bandung,0,0,0,0,0,232438,7.9,0,3
Sky City Home Guest House,0,Coblong,Bandung,1,0,0,0,0,140083,8.2,1,4
Excellent Seven Hotel,3,Cicendo,Bandung,1,1,1,0,1,231405,7.8,4,2
Grand Hotel Lembang,3,Lembang,Bandung,1,0,1,1,1,330579,7.5,4,2
Serela Riau Bandung,3,Bandung Wetan,Bandung,1,1,1,0,1,329669,7.8,4,2
Verona Palace Hotel,3,Sukajadi,Bandung,1,0,1,0,0,347107,8.6,2,3
Grand Paradise Hotel,3,Lembang,Bandung,1,1,1,1,0,423140,8.0,4,2
Amaroossa Bandung,4,Riau,Bandung,1,1,1,1,1,578512,8.1,5,1
Hotel Benua,2,Lengkong,Bandung,1,0,1,0,0,190083,8.2,2,3
Amira Hotel,2,Sukajadi,Bandung,1,0,1,0,0,231405,8.2,2,3
Grand Guci Hotel,3,Cicendo,Bandung,1,1,1,1,1,371901,8.9,5,1
The Newton Hotel,3,Bandung Wetan,Bandung,1,0,1,1,0,360744,8.0,3,2
Vio Hotel Surapati,2,Coblong,Bandung,1,0,1,0,0,272727,8.6,2,3
Grand Amellia Hotel,0,Sukasari,Bandung,1,0,0,0,0,107438,8.0,1,4
Sutan Raja Hotel & Convention Center,4,Soreang,Bandung,1,0,1,1,1,495868,8.8,4,1
Vio Hotel Cimanuk,2,Bandung Wetan,Bandung,1,0,0,0,0,272727,8.8,1,3
Hotel Lingga Bandung,3,Bandung Kidul,Bandung,1,0,1,0,0,264462,8.1,2,3
BTC Hotel,3,Cicendo,Bandung,1,1,1,0,0,387420,8.6,3,2
RedDoorz @ Malabar Street,2,Batununggal,Bandung,1,0,0,0,0,125620,9.8,1,3
Grand Setiabudi Hotel,4,Cidadap,Bandung,1,1,1,1,1,383546,8.9,5,1
Regata Hotel,4,Sukajadi,Bandung,1,0,1,1,1,661157,9.1,4,1
Sawunggaling Hotel,2,Bandung Wetan,Bandung,1,0,1,0,1,264463,8.7,3,2
Bobobox Pods Paskal,0,Cicendo,Bandung,1,0,0,0,1,140578,9.4,2,4
Smart Room Near Pasteur,0,Sukasari,Bandung,1,0,0,0,0,133884,8.6,1,4
Bantal Guling Asia Afrika,0,Regol,Bandung,1,0,0,0,0,133884,8.4,1,4
SanGria Resort & Spa,4,Lembang,Bandung,1,1,1,0,0,915702,7.8,3,2
Grand Viveana Hotel,3,Cicendo,Bandung,1,0,1,0,1,347107,9.2,3,2
Kalya Hotel Bandung,3,Coblong,Bandung,1,0,1,0,0,314050,8.4,2,3
Wirton Dago Hotel,2,Coblong,Bandung,1,0,1,0,0,209090,7.6,2,3
Suria City Hotel,0,Lengkong,Bandung,1,0,1,1,0,206612,8.0,3,4
OYO 295 Grha Ciumbuleuit Guest House,3,Ciumbuleuit,Bandung,1,0,0,0,0,228386,8.8,1,3
Fabu Hotel Bandung,3,Andir,Bandung,1,0,1,0,0,287603,8.2,2,3
Dago Highland Resort & Spa,3,Cimenyan,Bandung,1,1,1,1,0,302273,7.2,4,2
The Suites Metro Apartment By King Property,3,Buahbatu,Bandung,1,0,1,1,1,145455,8.3,4,2
Serela Merdeka Hotel,3,Bandung Kota,Bandung,1,0,1,0,1,325413,8.0,3,2
House Sangkuriang,3,Coblong,Bandung,1,0,1,1,1,454545,8.6,4,2
Sheo Hotel,3,Cidadap,Bandung,1,0,0,0,0,223140,8.3,1,3
The Palais Dago Hotel,3,Coblong,Bandung,1,0,1,0,0,252893,8.6,2,3
Jadul Village Resort,4,Parongpong,Bandung,1,0,1,0,1,661156,8.8,3,2
Jayagiri Guesthouse,1,Lembang,Bandung,1,0,0,0,1,214876,9.3,2,4
The Peak Home Boutique Hotel,3,Parongpong,Bandung,1,0,1,1,1,413223,8.6,4,2
Amaris Hotel Setiabudhi Bandung,2,Sukasari,Bandung,1,0,1,0,0,282645,8.7,2,3
Blackbird Hotel Bandung,3,Parongpong,Bandung,1,0,1,1,0,495868,8.8,3,2
Grand Serela Setiabudhi Bandung,4,Cidadap,Bandung,1,1,1,1,0,433884,7.9,4,1
Sukajadi Hotel and Gallery,3,Sukajadi,Bandung,1,0,1,1,0,321969,8.3,3,2
Gumilang Regency Hotel by Gumilang Hospitality,3,Sukasari,Bandung,1,1,1,1,1,358155,8.3,5,1
The Suites Metro Apartment By Prisma Utama,3,Buahbatu,Bandung,1,0,0,1,0,144628,8.5,2,3
DBest Hotel Pasar Baru Bandung,3,Astana Anyar,Bandung,1,0,0,1,1,322314,8.5,3,2
Sapulidi Resort Hotel,3,Parongpong,Bandung,1,0,1,0,0,359504,8.0,2,3
Vila Air Natural Resort Lembang,3,Parongpong,Bandung,1,1,1,1,0,1239669,7.6,4,2
M Premiere Hotel Dago,3,Bandung Wetan,Bandung,1,0,1,0,0,403926,8.8,2,3
Hotel Caryota,0,Sukajadi,Bandung,1,1,1,0,0,164463,8.0,3,4
Dbest Express Hotel,2,Astana Anyar,Bandung,1,1,1,0,0,301653,8.8,3,2
OYO 211 Seruni Guest House,2,Lembang,Bandung,1,0,0,0,0,207991,9.6,1,3
Villa Lemon,3,Lembang,Bandung,1,0,1,1,0,330578,8.1,3,2
OYO 226 Lj Hotel Bandung,3,Lengkong,Bandung,1,0,0,0,0,165633,9.2,1,3
PROMENADE Hotel Bandung By REVIVE,3,Coblong,Bandung,1,0,0,0,0,299174,8.0,1,3
Hotel Ghotic,0,Buahbatu,Bandung,1,0,1,0,1,190083,7.8,3,4
Samakta Guest House,1,Lembang,Bandung,1,0,0,0,0,351240,9.2,1,4
Amaris Hotel Cimanuk,2,Bandung Wetan,Bandung,1,0,1,1,0,288925,8.4,3,2
Cassadua Hotel,3,Sukajadi,Bandung,1,1,0,0,0,132231,7.4,2,3
Namin Dago Hotel,3,Coblong,Bandung,1,1,1,0,0,347107,8.3,3,2
Idea's Hotel,3,Batununggal,Bandung,1,1,1,0,0,247934,8.3,3,2
Hotel Serena Bandung,2,Cicendo,Bandung,1,1,1,0,0,259090,7.2,3,2
Hotel 68 Lembang,0,Lembang,Bandung,1,0,0,0,0,144628,8.2,1,4
Oasis Siliwangi Sport Hotel,3,Sumur Bandung,Bandung,1,0,1,0,1,483471,8.2,3,2
Hotel Endah Parahyangan,2,Andir,Bandung,1,0,1,1,0,301653,6.8,3,2
Airy Buah Batu Logam 37A Bandung,2,Bandung Kota,Bandung,1,0,0,0,0,98838,9.8,1,3
Geger Kalong Hotel Salon Fora,1,Sukasari,Bandung,1,1,1,0,0,185950,8.1,3,4
Gino Feruci Kebon Jati Bandung,4,Andir,Bandung,1,1,1,0,1,347107,8.0,4,1
Sapadia Guest House,3,Coblong,Bandung,1,0,1,0,0,209625,8.4,2,3
The Suites Metro Apartment By Herlan,3,Buahbatu,Bandung,0,1,1,1,1,289256,8.8,4,2
Geulis Boutique Hotel & Cafe,4,Dago,Bandung,1,1,1,1,0,702479,9.0,4,1
Anggrek Shopping Hotel,3,Bandung Wetan,Bandung,1,0,1,0,1,413223,8.5,3,2
Hotel Pesona Ciwidey,1,Pasirjambu,Bandung,0,0,0,1,0,198347,9.3,1,4
RedDoorz Plus @ Sukamulya Pasteur 2,3,Sukajadi,Bandung,1,0,0,0,0,140495,8.4,1,3
Albis Hotel,2,Ciwidey,Bandung,1,0,1,1,1,328926,8.2,4,2
Lotus Hotel Cafe & Meeting Place,2,Coblong,Bandung,1,1,1,0,0,161570,7.3,3,2
Ruby Hotel Syariah,2,Cicendo,Bandung,1,0,1,0,0,301653,9.1,2,3
Tibera Hotel Ciumbuleuit Bandung,2,Cidadap,Bandung,1,0,1,0,0,231405,8.7,2,3
RedDoorz near Pelajar Pejuang 3,2,Lengkong,Bandung,1,0,0,0,0,126446,8.4,1,3
Karang Setra Hotel & Cottages,3,Sukajadi,Bandung,1,1,1,1,1,1652893,8.4,5,1
The Suites Metro Apartment By Dinda,3,Buahbatu,Bandung,1,1,1,1,1,148760,7.3,5,1
Capital O 253 Topas Galeria Hotel,3,Cicendo,Bandung,1,0,0,1,1,314693,9.0,3,2
RedDoorz Plus near Bandung Indah Plaza,2,Bandung Wetan,Bandung,1,0,1,0,0,219835,9.4,2,3
Zodiak @Sutami Bandung,2,Sukajadi,Bandung,1,0,1,0,0,268595,7.8,2,3
Chara Hotel,3,Lengkong,Bandung,1,1,1,0,0,305785,5.9,3,2
Latief Inn Hotel,2,Sumur Bandung,Bandung,1,0,1,0,0,246281,8.5,2,3
Hotel California Bandung,3,Bandung Wetan,Bandung,1,1,1,0,1,392562,9.2,4,2
MS Hotel Ciwidey,0,Rancabali,Bandung,1,0,0,0,0,319545,6.4,1,4
Zodiak @Paskal Bandung,2,Cicendo,Bandung,1,1,0,0,0,241736,7.5,2,3
D'Batoe Boutique Hotel,3,Cicendo,Bandung,1,1,1,0,1,355372,7.5,4,2
Nur Alam Hotel Lembang,2,Lembang,Bandung,1,0,0,1,0,163636,7.8,2,3
RedDoorz @ Cipaku,2,Cidadap,Bandung,1,0,1,0,0,111570,7.5,2,3
Karmila Hotel,1,Bandung Wetan,Bandung,1,0,1,0,0,231405,8.3,2,4
Anggrek Gandasari Hotel,3,Bandung Wetan,Bandung,1,0,1,0,0,289256,8.8,2,3
Zodiak @Kebonjati,2,Andir,Bandung,1,0,0,0,0,264463,7.8,1,3
Alqueby Hotel,2,Kiaracondong,Bandung,1,0,1,0,0,257788,7.9,2,3
OYO 342 De'Kayakini Hotel,2,Bandung Kota,Bandung,1,0,0,0,0,231291,9.7,1,3
Golden Flower Hotel,4,Sumur Bandung,Bandung,1,1,1,1,1,403926,7.8,5,1
Hotel Unik Bandung,2,Cicendo,Bandung,1,1,1,0,0,196694,7.5,3,2
Serela Waringin Bandung,3,Andir,Bandung,1,1,1,1,1,323554,8.0,5,1
Mitra Hotel Bandung,3,Cibeunying Kaler,Bandung,1,1,1,1,0,342860,8.6,4,2
Villa Bantal Guling,3,Lembang,Bandung,0,0,0,0,0,148760,7.5,0,3
High Livin Apartment,3,Cimahi,Bandung,1,1,1,1,1,339174,8.2,5,1
Bukit Cikahuripan Resort,0,Lembang,Bandung,0,0,0,0,0,599173,8.7,0,4
Baltika Hotel,2,Lengkong,Bandung,0,0,1,0,0,184380,7.2,1,3
Tibera Hotel Taman Cibeunying Bandung,2,Bandung Wetan,Bandung,1,0,1,0,1,272727,9.0,3,2
Kembang Hotel,3,Bandung Wetan,Bandung,1,1,1,0,0,400000,8.7,3,2
Hilton Bandung,5,Pasir Kaliki,Bandung,1,1,0,1,1,1032000,9.0,4,1
PIA Hotel Bandung,3,Bandung Kidul,Bandung,1,1,1,0,0,235537,7.8,3,2
Hotel Wisma Dago,2,Coblong,Bandung,1,0,1,0,0,289256,7.4,2,3
Hostel Dago 22,0,Coblong,Bandung,1,0,0,0,0,168595,8.1,1,4
Park View Hotel Bandung,4,Sukajadi,Bandung,1,0,1,1,0,624793,8.5,3,2
Novotel Bandung,4,Cipaganti,Bandung,1,1,1,1,1,506300,9.3,5,1
OYO 230 Maleo Residence,2,Sukajadi,Bandung,0,0,0,0,0,125878,8.6,0,3
Bantal Guling Alun Alun Bandung,0,Regol,Bandung,1,0,0,0,0,104132,7.7,1,4
Triple Seven Hotel,2,Cicendo,Bandung,1,0,1,0,0,314050,8.7,2,3
D'Riam Riverside Resort,3,Pasirjambu,Bandung,1,0,1,1,1,454545,8.2,4,2
Bukit Saung Bambu,0,Cimenyan,Bandung,0,0,1,0,0,609399,8.3,1,4
Lotus Art Garden Hotel,3,Dago Atas,Bandung,1,0,1,1,0,206612,8.6,3,2
Elenor's Home,0,Sukajadi,Bandung,1,0,0,0,0,123967,8.4,1,4
100 Meters Toll Access Kopo Hostel,2,Babakan Ciparay,Bandung,1,0,1,0,0,161157,8.5,2,3
Stevie G Hotel,3,Parongpong,Bandung,1,0,1,0,1,454545,8.6,3,2
The Eight Hotel,2,Lengkong,Bandung,1,0,0,1,0,297521,8.2,2,3
Hotel Setiabudhi Indah,0,Cidadap,Bandung,1,0,0,0,0,246281,10.0,1,4
Hotel Cemerlang,3,Cicendo,Bandung,1,1,1,0,0,266281,8.1,3,2
